"Address","Content Type","Indexability","Status Code","Status","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","GA Sessions","GA % New Sessions","GA Users","GA New Users","GA Bounce Rate","GA Page Views Per Session","GA Avg Session Duration","GA Goal Conversion Rate All","GA Goal Completions All","GA Goal Value All","GA Page Value","Clicks","Impressions","CTR","Position","URL Encoded Address","Crawl Timestamp"
"https://www.bettersleep.com/es/","text/html","Indexable","200","OK","","BetterSleep | Duerme mejor. Siéntete mejor.","43","387","Comprende y mejora tu sueño con nuestro monitor de sueño, sonidos premium y contenido guiado que seleccionamos solo para ti. Un sueño hecho realidad.","149","972","","0","Duerme mejor. Siéntete mejor.","29","","0","Tu mejor forma de dormir nunca sonó tan bien","44","Crea tu propia mezcla...","24","INDEX, FOLLOW","","","https://www.bettersleep.com/es/","","","","","","689574","381","0.402","2","","94","42","0","3.990","51","16","0","13","12","0","","","","","2a665ead73bcd4f3a35314381121415f","0.177","Thu, 28 Apr 2022 12:50:11 GMT","","","","1.1","","","","","","","","","","","","109","755","0.144","8.110","https://www.bettersleep.com/es/","2022-04-28 09:55:48"
"https://onelink.bettersleep.com/iqF4/85de7c4d","application/octet-stream","Non-Indexable","302","Found","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","2","","1946","970","0","92.120","0","0","0","0","0","0","","","","","","0.556","","https://apps.apple.com/US/app/id314498713?mt=8","HTTP Redirect","","1.1","","","","","","","","","","","","","","","","https://onelink.bettersleep.com/iqF4/85de7c4d","2022-04-28 09:55:48"
"https://www.bettersleep.com/sleep-sounds/","text/html","Indexable","200","OK","","Sleep Sounds: Compose Your Own Sleeping Melodies | BetterSleep","62","599","Using sounds, like rain noise, white noises, nature sounds can help you fall asleep easily. Mix up to 150+ Sounds in The App","124","769","","0","Sounds for sleep by BetterSleep","31","","0","Sleep Sounds on Our App","23","Tips & Tricks To Use Sounds to Fall Asleep","42","INDEX, FOLLOW","","","https://www.bettersleep.com/sleep-sounds/","","","","","","395433","613","1.009","2","","108","60","0","5.700","48","21","0","13","12","0","","","","","954433df3d13563b29136472dd65f956","0.160","Thu, 28 Apr 2022 12:52:44 GMT","","","","1.1","","","","","","","","","","","","211","36873","0.006","12.200","https://www.bettersleep.com/sleep-sounds/","2022-04-28 09:55:48"
"https://www.bettersleep.com/info-chronotypes/","text/html","Indexable","200","OK","","Chronotypes","11","113","","0","0","","0","Chronotypes","11","","0","How do I find my chronotype?","28","Chickadee","9","INDEX, FOLLOW","","","https://www.bettersleep.com/info-chronotypes/","","","","","","328616","431","0.902","2","","469","465","0","44.160","35","18","0","13","12","0","","","","","8f588ec18b668e979734b32ddf2ce1d1","0.125","Thu, 28 Apr 2022 12:50:58 GMT","","","","1.1","","","","","","","","","","","","87","4619","0.019","22.060","https://www.bettersleep.com/info-chronotypes/","2022-04-28 09:55:48"
"https://my.bettersleep.com/redirect/signin","text/html; charset=UTF-8","Non-Indexable","200","OK","noindex","BetterSleep","11","103","Sleep and Relaxation App","24","159","","0","","0","","0","","0","","0","noindex","","","","","","","","","10051","0","0.000","2","","136","51","0","4.840","0","0","0","0","0","0","","","","","d6547f60e473afa5e3a2dc0209303b08","0.213","","","","","1.1","","","","","","","","","","","","","","","","https://my.bettersleep.com/redirect/signin","2022-04-28 09:55:48"
"https://www.bettersleep.com/blog/","text/html","Indexable","200","OK","","BetterSleep Blog","16","148","Learn how to relax and sleep better with blog articles about meditation, relaxation techniques and much more.","109","676","","0","Featured Posts","14","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","479646","612","0.786","2","","1993","516","0","49.000","101","77","0","14","12","0","","","","","b61daa2f9d9cbb167d0a4aebb6f5c9dc","0.254","Thu, 28 Apr 2022 12:41:21 GMT","","","","1.1","","","","","","","","","","","","150","24484","0.006","38.710","https://www.bettersleep.com/blog/","2022-04-28 09:55:48"
"https://my.bettersleep.com/sounds","text/html; charset=UTF-8","Non-Indexable","200","OK","noindex","BetterSleep","11","103","Sleep and Relaxation App","24","159","","0","","0","","0","","0","","0","noindex","","","","","","","","","10051","0","0.000","2","","2118","1012","0","96.110","0","0","0","0","0","0","","","","","d6547f60e473afa5e3a2dc0209303b08","0.217","","","","","1.1","","","","","","","","","","","","","","","","https://my.bettersleep.com/sounds","2022-04-28 09:55:48"
"https://onelink.bettersleep.com/iqF4/3838ada3","application/octet-stream","Non-Indexable","302","Found","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","2","","1946","970","0","92.120","0","0","0","0","0","0","","","","","","0.140","","https://play.google.com/store/apps/details?id=ipnossoft.rma.free&hl=en_CA&gl=US&shortlink=3838ada3&c=landing%20page%20play%20store&pid=rm_web&deep_link_value=relaxmelodies://","HTTP Redirect","","1.1","","","","","","","","","","","","","","","","https://onelink.bettersleep.com/iqF4/3838ada3","2022-04-28 09:55:49"
"https://www.bettersleep.com/blog/10-minute-meditations-to-try/","text/html","Non-Indexable","200","OK","Canonicalised","The 20 Best 10-Minute Meditations to Try | BetterSleep","54","483","Short on time? If you’re new to meditation, know that you don’t have to spend hours meditating to reap its benefits.","116","709","","0","The 20 Best 10-Minute Meditations to Try","40","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","488665","884","1.157","2","","59","57","0","5.410","74","51","0","14","12","0","","","","","a8ec0108da88a206f4bceee49346350b","0.175","Thu, 28 Apr 2022 12:35:23 GMT","","","","1.1","","","","","","","","","","","","","","","","https://www.bettersleep.com/blog/10-minute-meditations-to-try/","2022-04-28 09:55:49"
"https://www.bettersleep.com/blog/fall-asleep-easily-with-bedtime-stories-for-adults","text/html","Non-Indexable","301","Moved Permanently","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","2","","1","1","0","0.090","0","0","0","0","0","0","","","","","","0.216","","https://www.bettersleep.com/blog/fall-asleep-easily-with-bedtime-stories-for-adults/","HTTP Redirect","","1.1","","","","","","","","","","","","140","5182","0.027","23.310","https://www.bettersleep.com/blog/fall-asleep-easily-with-bedtime-stories-for-adults","2022-04-28 09:55:49"
"https://www.bettersleep.com/pt/","text/html","Indexable","200","OK","","BetterSleep | Durma melhor. Sinta-se melhor.","44","399","Entenda e melhore seu sono com nosso monitor do sono, sons premium e conteúdo guiado selecionado especialmente para você. Não parece um sonho?","142","959","","0","Durma melhor. Sinta-se melhor.","30","","0","Dormir do seu jeito nunca soou tão bem","38","Crie seu próprio mix...","23","INDEX, FOLLOW","","","https://www.bettersleep.com/pt/","","","","","","707143","463","0.470","2","","96","42","0","3.990","57","16","0","13","12","0","","","","","9741cb7ac2b81931f6d3cf96870854b","0.251","Thu, 28 Apr 2022 12:52:04 GMT","","","","1.1","","","","","","","","","","","","27","262","0.103","10.520","https://www.bettersleep.com/pt/","2022-04-28 09:55:49"
"https://www.bettersleep.com/blog","text/html","Non-Indexable","301","Moved Permanently","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","2","","349","349","0","33.140","0","0","0","0","0","0","","","","","","0.118","","https://www.bettersleep.com/blog/","HTTP Redirect","","1.1","","","","","","","","","","","","150","24484","0.006","38.710","https://www.bettersleep.com/blog","2022-04-28 09:55:49"
"https://my.bettersleep.com/redirect/register","text/html; charset=UTF-8","Non-Indexable","200","OK","noindex","BetterSleep","11","103","Sleep and Relaxation App","24","159","","0","","0","","0","","0","","0","noindex","","","","","","","","","10051","0","0.000","2","","2984","1009","0","95.820","0","0","0","0","0","0","","","","","d6547f60e473afa5e3a2dc0209303b08","0.114","","","","","1.1","","","","","","","","","","","","","","","","https://my.bettersleep.com/redirect/register","2022-04-28 09:55:49"
"https://www.bettersleep.com/partners/","text/html","Indexable","200","OK","","BetterSleep Partners","20","183","BetterSleep partners page","25","163","","0","","0","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/partners/","","","","","","1344049","355","0.193","2","","479","472","0","44.820","39","21","0","13","12","0","","","","","1b024c4bd3ba033dbe055e6cbbf92dd4","0.228","Thu, 28 Apr 2022 12:51:08 GMT","","","","1.1","","","","","","","","","","","","3","3699","0.001","3.070","https://www.bettersleep.com/partners/","2022-04-28 09:55:49"
"https://www.bettersleep.com/relaxation-meditation/","text/html","Indexable","200","OK","","Relaxation & Meditation Techniques to Help You Sleep | BetterSleep","66","600","Relaxation and meditations can help you to fall asleep and get back to sleep. Here is a guide about what you should know about these techniques.","144","903","","0","Relax and Meditate with BetterSleep","35","","0","Meditation for beginners","24","Tinnitus meditation","19","INDEX, FOLLOW","","","https://www.bettersleep.com/relaxation-meditation/","","","","","","402694","952","1.477","2","","206","154","0","14.620","50","23","0","13","12","0","","","","","ec40924d73d6866217852ae877f36685","0.250","Thu, 28 Apr 2022 12:52:19 GMT","","","","1.1","","","","","","","","","","","","5","11092","0.000","20.170","https://www.bettersleep.com/relaxation-meditation/","2022-04-28 09:55:50"
"https://my.bettersleep.com/redeem","text/html; charset=UTF-8","Non-Indexable","200","OK","noindex","BetterSleep","11","103","Sleep and Relaxation App","24","159","","0","","0","","0","","0","","0","noindex","","","","","","","","","10051","0","0.000","2","","942","936","0","88.890","0","0","0","0","0","0","","","","","d6547f60e473afa5e3a2dc0209303b08","0.120","","","","","1.1","","","","","","","","","","","","","","","","https://my.bettersleep.com/redeem","2022-04-28 09:55:50"
"https://www.bettersleep.com/fr/","text/html","Indexable","200","OK","","BetterSleep | Dormez mieux. Vivez mieux.","40","368","Comprenez et améliorez votre sommeil grâce à notre assistant de sommeil, nos sons premium et nos contenus guidés créés spécialement pour vous. Une application qui fait rêver !","175","1115","","0","Dormez mieux. Vivez mieux.","26","","0","Des bénéfices qui répondent à vos besoins","41","Créez votre propre ambiance sonore","34","INDEX, FOLLOW","","","https://www.bettersleep.com/fr/","","","","","","701147","481","0.507","2","","60","24","0","2.280","58","17","0","12","10","0","","","","","c48d2e415663e1ffd2d2799ae4b05a19","0.169","Thu, 28 Apr 2022 12:50:43 GMT","","","","1.1","","","","","","","","","","","","235","2051","0.115","25.400","https://www.bettersleep.com/fr/","2022-04-28 09:55:50"
"https://www.bettersleep.com/for-work/","text/html","Indexable","200","OK","","BetterSleep | For Work","22","201","Understand and improve your sleep with our sleep tracker, premium sounds and guided content curated just for you. Doesn’t that sound dreamy?","140","893","","0","","0","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/for-work/","","","","","","418685","343","0.570","2","","66","22","0","2.090","36","19","0","13","12","0","","","","","972337ab58c904c2527676c937ce01fe","0.130","Thu, 28 Apr 2022 12:50:19 GMT","","","","1.1","","","","","","","","","","","","1","5279","0.000","2.990","https://www.bettersleep.com/for-work/","2022-04-28 09:55:50"
"https://www.bettersleep.com/cdn-cgi/l/email-protection","text/html; charset=UTF-8","Non-Indexable","200","OK","noindex","Email Protection | Cloudflare","29","251","","0","0","","0","Email Protection","16","","0","You are unable to access this email address bettersleep.com","59","","0","noindex, nofollow","","","","","","","","","4104","114","16.277","3","","4","4","0","0.380","0","0","0","4","4","0","","","","","3d0f66e067b0051ead35a1cac28c82dd","0.073","","","","","1.1","","","","","","","","","","","","","","","","https://www.bettersleep.com/cdn-cgi/l/email-protection","2022-04-28 09:55:50"
"https://www.bettersleep.com/bettersleep-faq/","text/html","Indexable","200","OK","","BetterSleep FAQ: Everything You Need to Know About This Exciting Change","71","673","","0","0","","0","","0","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/bettersleep-faq/","","","","","","326203","547","1.128","2","","930","465","0","44.160","33","17","0","13","12","0","","","","","4b73bf11241b8b86c7726cd4f9310d4b","0.216","Thu, 28 Apr 2022 12:35:20 GMT","","","","1.1","","","","","","","","","","","","158","8964","0.018","3.050","https://www.bettersleep.com/bettersleep-faq/","2022-04-28 09:55:50"
"https://www.bettersleep.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js","application/javascript","Indexable","200","OK","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.063","Fri, 22 Apr 2022 17:45:27 GMT","","","","1.1","","","","","","","","","","","","","","","","https://www.bettersleep.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js","2022-04-28 09:55:50"
"https://www.bettersleep.com/fr/techniquesderelaxation/","text/html","Indexable","200","OK","","21 Techniques faciles pour la gestion du stress | BetterSleep","61","533","Découvrez 21 techniques de relaxation basées sur la science qui réduiront votre stress. Pratiquez la meditation, prenez de grandes respirations, lisez un livre.","160","979","","0","21 Astuces et techniques pour la gestion du stress","50","","0","Mental","6","Physique","8","INDEX, FOLLOW","","","https://www.bettersleep.com/fr/techniquesderelaxation/","","","","","","591123","4281","4.592","3","","28","10","0","0.950","54","17","0","12","10","0","","","","","2a5c62d0fb09a401145118cf15d8f5c5","0.175","Thu, 28 Apr 2022 12:57:44 GMT","","","","1.1","","","","","","","","","","","","104","5855","0.018","38.220","https://www.bettersleep.com/fr/techniquesderelaxation/","2022-04-28 09:55:50"
"https://www.bettersleep.com/img/thank_you_bird.png","image/png","Indexable","200","OK","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","103148","0","0.000","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.296","Thu, 24 Feb 2022 21:01:18 GMT","","","","1.1","","","","","","","","","","","","","","","","https://www.bettersleep.com/img/thank_you_bird.png","2022-04-28 09:55:50"
"https://www.bettersleep.com/relaxation-meditation/lucid-dream-meditation/","text/html","Indexable","200","OK","","Lucid Dream Meditation: Get Control of Your Night | BetterSleep","63","561","Lucid dreaming means being aware that you are dreaming. If you can distinguish your experience from waking reality, then you are having a lucid dream.","150","943","","0","Meditate to Lucid Dream","23","","0","What Are Lucid Dreams?","22","What Are Lucid Dreams?","22","INDEX, FOLLOW","","","https://www.bettersleep.com/relaxation-meditation/lucid-dream-meditation/","","","","","","384286","1014","1.650","3","","7","3","0","0.280","43","17","0","18","16","0","","","","","64450f518d16b0d972dd6904c9638a33","0.125","Thu, 28 Apr 2022 12:52:21 GMT","","","","1.1","","","","","","","","","","","","315","14907","0.021","31.130","https://www.bettersleep.com/relaxation-meditation/lucid-dream-meditation/","2022-04-28 09:55:51"
"https://www.bettersleep.com/relaxation-meditation/tinnitus-meditation/","text/html","Indexable","200","OK","","Tinnitus Meditation: Get Relief Through Guided Meditation and Sounds | BetterSleep","82","744","By using mindfulness meditations, people with Tinnitus can focus their attention away from the sometimes painful ringing sound and onto something else. This is especially useful when trying to fall asleep.","205","1255","","0","What is mindfulness meditation for tinnitus?","44","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/relaxation-meditation/tinnitus-meditation/","","","","","","373167","472","0.859","3","","7","3","0","0.280","42","17","0","13","12","0","","","","","e3219dd97c270faab1ef89e505da0fc3","0.162","Thu, 28 Apr 2022 12:52:29 GMT","","","","1.1","","","","","","","","","","","","10","1238","0.008","16.090","https://www.bettersleep.com/relaxation-meditation/tinnitus-meditation/","2022-04-28 09:55:51"
"https://www.bettersleep.com/relaxation-meditation/meditation-for-beginners/","text/html","Indexable","200","OK","","Introduction To Meditation: A Beginner’s Guide | BetterSleep","60","529","Absolutely anyone can practice meditation, regardless of their background or beliefs!","85","523","","0","Meditation for Beginners","24","","0","An introduction to meditation","29","The benefits of meditation","26","INDEX, FOLLOW","","","https://www.bettersleep.com/relaxation-meditation/meditation-for-beginners/","","","","","","375439","885","1.505","3","","7","3","0","0.280","44","18","0","14","13","0","","","","","b1c4006234a3728f2b4a8a7a9e88d822","0.161","Thu, 28 Apr 2022 12:52:22 GMT","","","","1.1","","","","","","","","","","","","0","43","0.000","64.210","https://www.bettersleep.com/relaxation-meditation/meditation-for-beginners/","2022-04-28 09:55:51"
"https://www.bettersleep.com/relaxation-meditation/breathing-techniques/","text/html","Indexable","200","OK","","Technique of Breathing : A Way to Relaxation | BetterSleep","58","519","A guide of breathing techniques to get relaxed. Breathing exercices help you cool down.","87","542","","0","How breathing exercises help you relax","38","","0","Deep Breathing Exercises","24","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/relaxation-meditation/breathing-techniques/","","","","","","379964","475","0.836","3","","7","3","0","0.280","43","17","0","13","12","0","","","","","c9011b6eacbf64347fc4a1249c386666","0.154","Thu, 28 Apr 2022 12:52:13 GMT","","","","1.1","","","","","","","","","","","","2","454","0.004","70.040","https://www.bettersleep.com/relaxation-meditation/breathing-techniques/","2022-04-28 09:55:51"
"https://www.bettersleep.com/pt/relaxamento-e-meditacao/","text/html","Indexable","200","OK","","Técnicas de relaxamento e meditação para ajudar no seu sono | BetterSleep","73","669","O relaxamento e a meditação podem ajudar você a adormecer e voltar a dormir. Confira este guia com o que você precisa saber sobre as técnicas.","142","920","","0","Relaxe e medite com o BetterSleep","33","","0","Técnicas de meditação e relaxamento do nosso aplicativo","55","Dicas para relaxar","18","INDEX, FOLLOW","","","https://www.bettersleep.com/pt/relaxamento-e-meditacao/","","","","","","399468","964","1.548","3","","24","9","0","0.850","36","12","0","13","12","0","","","","","7937eb84d72eac15ec84a1b65aca7a26","0.165","Thu, 28 Apr 2022 12:52:08 GMT","","","","1.1","","","","","","","","","","","","12","2374","0.005","27.920","https://www.bettersleep.com/pt/relaxamento-e-meditacao/","2022-04-28 09:55:51"
"https://www.bettersleep.com/fr/partners/","text/html","Indexable","200","OK","","BetterSleep Partenaires","23","209","BetterSleep partners page","25","163","","0","","0","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/fr/partners/","","","","","","1342782","385","0.217","3","","30","24","0","2.280","32","16","0","12","10","0","","","","","2e762b35b9e7da0604c4691f74574a79","0.103","Thu, 28 Apr 2022 12:50:46 GMT","","","","1.1","","","","","","","","","","","","0","51","0.000","20.310","https://www.bettersleep.com/fr/partners/","2022-04-28 09:55:51"
"https://www.bettersleep.com/blog/fall-asleep-easily-with-bedtime-stories-for-adults/","text/html","Non-Indexable","200","OK","Canonicalised","Bedtime Stories for Adults to Help You Fall Asleep | BetterSleep","64","557","Could listening to a story help you get to sleep? Bedtime stories, it turns out, are not just for kids. You can benefit too.","124","729","","0","Fall Asleep Easily With Bedtime Stories for Adults","50","","0","","0","","0","INDEX, FOLLOW","","","https://www.bettersleep.com/blog/","","","","","","486290","881","1.082","3","","6","5","0","0.470","52","31","0","16","14","0","","","","","66aad4810b0e229df258026702315abe","0.254","Thu, 28 Apr 2022 12:38:40 GMT","","","","1.1","","","","","","","","","","","","140","5182","0.027","23.310","https://www.bettersleep.com/blog/fall-asleep-easily-with-bedtime-stories-for-adults/","2022-04-28 09:55:51"
"https://my.bettersleep.com/meditations/sosdestress/play","text/html; charset=UTF-8","Non-Indexable","200","OK","noindex","BetterSleep","11","103","Sleep and Relaxation App","24","159","","0","","0","","0","","0","","0","noindex","","","","","","","","","10051","0","0.000","3","","2","2","0","0.190","0","0","0","0","0","0","","","","","d6547f60e473afa5e3a2dc0209303b08","0.128","","","","","1.1","","","","","","","","","","","","","","","","https://my.bettersleep.com/meditations/sosdestress/play","2022-04-28 09:55:52"
